3.6765,5.5825
3.5075,5.9445
3.7628,6.7709
4.7202,5.4148
4.1574,6.6118
4.3859,5.672
4.7698,5.8371
4.461,6.7834
3.5872,5.3868
3.9983,6.2004
4.0627,6.5977
3.3361,5.2615
4.2314,6.8388
4.5192,5.5499
4.4877,6.757
3.6627,6.0502
4.5661,5.439
4.7805,6.547
4.1946,6.0435
4.8262,5.9405
3.4925,6.4968
4.0187,5.7797
3.8738,5.1721
3.2622,6.1949
3.7807,6.35
3.227,6.5676
4.0901,6.594
3.8695,6.258
3.0903,5.9275
4.7024,5.5202
3.5951,6.3661
3.664,5.1239
4.2536,5.8699
3.644,6.0389
3.9828,6.94
4.1154,6.3287
3.4601,5.8479
3.3437,6.6007
4.4383,5.3014
3.305,6.3998
4.1758,6.7657
3.6489,5.3088
3.6566,6.4965
4.4224,6.7855
3.4051,6.0274
4.0763,5.5194
4.5071,5.2521
4.3459,5.4994
3.3107,6.6215
3.264,6.1698
3.6697,5.0771
3.2357,5.7711
3.1311,5.5852
4.2701,5.6888
4.2137,6.4448
4.005,5.5538
4.8376,5.9099
4.4183,6.8266
4.826,5.4715
3.3224,5.678
4.3187,6.642
3.6122,5.8781
3.269,6.0281
4.2496,6.7489
4.5569,6.0929
3.4406,5.8823
3.5182,5.6397
4.6325,6.7167
3.4848,5.3728
3.6099,5.2304
4.3934,5.3984
4.3568,6.5034
4.1787,5.6266
3.5265,6.8616
4.1633,5.5578
4.2525,5.9996
3.4326,6.287
3.729,6.1961
3.3036,6.3586
4.4676,5.9649
3.6861,6.4095
3.8881,6.4194
4.6635,6.096
4.0372,6.9313
3.0593,5.829
4.7549,5.8752
4.7059,6.6544
3.2178,5.4787
3.3068,6.3561
4.8682,6.4136
3.7972,5.7482
3.8064,5.4014
4.3988,6.2355
4.0036,6.4761
3.7473,5.1692
3.2886,5.7822
3.3231,5.2739
3.4849,5.4211
4.6358,5.5919
3.4998,6.8408
3.279,6.2859
3.847,5.1905
4.0662,6.2779
3.8573,6.9204
3.3652,5.7516
3.2033,6.3731
3.5396,5.3323
4.3488,6.5574
3.3877,5.9804
3.4193,6.072
4.1052,5.3894
3.8341,5.3266
3.8737,5.04
3.0553,5.8972
4.1855,6.9159
4.5922,6.3387
4.8905,6.1235
4.175,6.3671
4.3464,6.7559
4.1232,6.5319
4.0814,5.2968
4.2026,5.8704
3.3025,6.2928
3.1672,5.6392
4.3847,6.39
4.9752,6.013
4.0886,5.1378
4.38,6.4527
4.4094,6.5737
4.2866,5.2579
3.6981,5.2594
3.8799,5.0805
3.7032,5.6958
3.6377,5.8202
4.231,5.8452
3.5976,6.6471
3.1134,6.1391
3.5321,5.9084
3.9029,5.6269
3.5654,5.3328
4.0553,6.4233
4.1941,6.3346
4.2859,6.9345
4.9736,6.0976
4.9726,6.1584
3.7865,6.6925
4.6142,5.2794
4.3039,6.7539
4.9212,5.6435
4.3294,6.2654
3.9952,5.7776
4.6304,6.3029
4.5864,5.1918
4.7363,6.0203
4.614,5.2705
4.5286,5.2258
3.9918,5.6573
3.5898,5.9767
4.47,5.1591
4.4555,6.8223
3.5288,6.4006
3.8748,6.9232
3.9643,5.3317
3.7562,5.0593
4.227,6.4394
3.4309,5.3038
4.3816,5.4975
4.212,6.188
3.4176,6.6998
4.1961,6.8675
3.9089,5.8664
4.2141,5.0637
3.0878,6.0441
4.5913,6.6405
4.815,5.5895
3.9728,6.4607
3.3758,5.9119
3.0116,6.1305
3.23,5.4067
3.3394,6.0397
4.1224,5.1461
3.7844,6.0808
4.7607,6.4683
3.8995,5.8509
3.2055,5.7023
4.3579,6.2976
4.1393,5.6547
4.7084,5.3505
4.6122,6.0492
4.3629,6.6392
4.1591,6.1181
4.9002,5.5985
3.4848,6.6154
4.415,6.1888
4.664,6.1687
4.5847,6.8058
3.1234,6.4324
-0.12279,4.2478
-0.81318,4.7898
0.88416,5.0279
0.081631,4.9596
0.39586,4.2186
0.47705,4.9914
0.70103,4.612
0.40854,5.3182
0.077969,4.1059
0.54353,5.4175
0.18555,5.9425
-0.39598,5.8371
-0.057937,5.9353
0.32955,5.8066
0.78563,5.1585
-0.56016,4.7497
0.20751,5.8655
0.42712,5.5538
0.43058,5.0348
-0.91161,5.0848
0.54105,5.6629
-0.06721,4.8269
-0.98318,5.0689
0.65572,5.5597
-0.49677,4.4106
-0.75353,5.0065
-0.24719,5.123
-0.189,5.725
-0.64555,4.283
0.30296,4.9574
-0.40884,4.34
-0.58881,5.0977
-0.80953,5.1252
0.28893,4.9251
0.22712,4.2657
0.27083,4.8333
-0.061027,5.2188
-0.87628,4.9773
-0.097685,5.4646
-0.32911,5.5873
-0.056541,4.2882
-0.70387,5.6404
0.77382,4.8283
0.53092,5.58
-0.73855,5.6676
-0.19272,5.818
-0.42885,4.9036
-0.08343,4.7914
0.085559,5.1958
0.68756,4.3942
0.47206,5.4331
0.55062,5.5186
0.48096,4.8417
0.59025,4.9624
0.21026,5.7884
0.77807,4.8685
0.5631,5.2376
0.24154,5.4159
0.89897,5.3059
0.16409,4.4117
0.42806,4.2446
-0.45256,4.5649
-0.18896,5.2305
-0.40347,5.6212
-0.77884,5.1971
-0.8992,4.9234
0.55791,5.3904
-0.36555,4.7686
-0.17439,4.8533
-0.81585,4.5796
-0.66259,5.0011
0.099649,5.1355
0.037381,4.1085
-0.091734,5.3268
-0.64415,5.6434
0.44469,4.3163
0.94084,4.7593
0.61159,5.5237
-0.25604,5.031
0.56461,4.5776
0.032788,4.7565
-0.063093,5.8044
0.53369,5.5947
-0.65617,5.5789
-0.35383,4.4937
-0.18029,5.5546
0.58972,4.6706
-0.63042,5.2382
0.44071,4.8422
0.10422,4.9051
-0.47714,5.7337
-0.43314,5.6567
-0.09645,5.0293
-0.6301,4.5477
-0.34583,4.5276
-0.83698,5.0353
0.17871,4.848
0.65698,5.4671
0.087762,4.0099
0.42602,5.4278
-0.27406,4.4517
0.3534,4.5912
0.54825,5.61
0.27355,5.8909
0.0047091,4.3524
0.3866,5.0006
-0.13935,5.9236
-0.45587,4.6633
-0.14107,5.6445
0.79127,4.4532
-0.79176,4.9737
-0.029678,4.8482
-0.19225,4.9021
-0.60448,5.3199
0.25252,5.0361
0.649,4.6639
-0.40404,5.448
0.22464,5.3149
-0.34305,5.4672
0.14803,4.3182
-0.35346,5.0795
0.6208,4.4623
0.41314,4.303
0.98479,4.9001
-0.0007598,5.7903
-0.096189,4.3008
0.25645,4.6462
0.037553,5.0372
0.41855,5.5991
-0.61927,4.9586
-0.022158,5.0554
0.31844,4.2672
-0.46825,5.1576
0.2988,4.1429
0.40936,4.4526
0.90169,4.8321
0.42927,5.2309
0.26241,4.4195
-0.9537,5.2049
0.85374,4.8092
-0.854,4.568
-0.40728,5.0117
-0.25022,5.4836
-0.24253,4.907
0.37063,5.1715
0.85194,4.7079
-0.24223,4.0452
0.99366,4.9902
0.57502,5.7924
-0.26722,4.9482
-0.35834,5.8757
0.024609,4.9582
-0.57035,4.3087
0.007746,5.2531
-0.026447,5.3194
-0.64383,5.0661
-0.69165,5.639
-0.46777,5.255
0.44686,5.1396
0.011624,5.1707
-0.025793,4.9165
-0.48985,4.59
0.0053458,5.8077
-0.1376,5.2911
-0.39595,4.91
0.60704,4.4541
0.50324,4.2863
0.27894,4.2549
-0.20422,4.1957
-0.31438,5.6579
0.16325,4.833
-0.65785,4.9983
0.65455,4.5508
0.76064,4.9186
0.36919,4.4234
-0.40624,4.8814
-0.65143,4.2661
-0.67679,4.8531
0.082496,4.7069
0.045583,4.9576
-0.82153,4.9404
-0.63352,4.7223
-0.3325,5.7007
0.70617,4.5712
0.29732,4.8966
-0.33106,4.977
-0.7966,4.7671
0.52981,5.7049
-0.76344,5.5617
-0.086676,5.2314
0.054869,5.2825
0.12178,4.9608
0.083716,5.0735
0.022514,5.1045
-0.44974,4.439
0.012327,5.44
0.51072,5.328
0.77541,5.038
-0.55019,5.0735
-0.031974,4.0844
